label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
open,0.009294,0.000965,0.008773,-0.127557,-0.127775,-0.064675,-0.206843,-0.293170,-0.105433,-0.260647,-0.421599,-0.152159,-0.261877,-0.560572,-0.166116,-0.036293,-0.536416,-0.057420,-0.055107,-0.724871,-0.123466,-0.076866,-0.867604,-0.161754,-0.096954,-0.983176,-0.189947,0.059525,-0.525865,-0.063937,0.106060,-0.744368,-0.101759,0.121981,-0.883778,-0.136962,0.121253,-1.001775,-0.150077,0.140132,-0.503351,-0.078566,0.190934,-0.710032,-0.111998,0.192183,-0.843474,-0.136229,0.200866,-0.947780,-0.148870,0.181843,-0.424310,-0.105052,0.263858,-0.588339,-0.134751,0.293402,-0.703550,-0.149672,0.323808,-0.798873,-0.141072
open,0.006336,0.000991,0.001111,-0.121017,-0.119234,-0.070213,-0.205980,-0.287849,-0.115296,-0.251181,-0.435574,-0.149678,-0.254044,-0.569317,-0.171649,-0.022095,-0.533211,-0.065172,-0.044166,-0.721579,-0.112879,-0.077736,-0.869144,-0.176957,-0.104300,-0.970341,-0.187349,0.063780,-0.530923,-0.058733,0.117429,-0.751023,-0.104005,0.124286,-0.889112,-0.130892,0.119843,-1.002844,-0.157761,0.138001,-0.498116,-0.083531,0.180940,-0.700353,-0.117240,0.189813,-0.847242,-0.141969,0.191453,-0.959721,-0.149936,0.190754,-0.435207,-0.102442,0.253246,-0.602463,-0.127591,0.296554,-0.706296,-0.149645,0.312645,-0.814632,-0.148736
open,0.000000,0.000000,0.000000,-0.130366,-0.171025,-0.041288,-0.210339,-0.375436,-0.070002,-0.226776,-0.550634,-0.105116,-0.180866,-0.702252,-0.135352,-0.006907,-0.613423,0.027375,-0.019199,-0.803271,-0.033499,-0.064804,-0.898615,-0.094522,-0.116693,-0.957049,-0.131523,0.085728,-0.625429,0.010867,0.114111,-0.852085,-0.038200,0.076452,-0.957489,-0.080128,0.020973,-1.000000,-0.102387,0.165563,-0.595939,-0.020792,0.204914,-0.807539,-0.058773,0.179056,-0.920788,-0.074811,0.137478,-0.987447,-0.079771,0.233954,-0.527933,-0.060848,0.289951,-0.704450,-0.088942,0.288673,-0.831976,-0.097700,0.265828,-0.935089,-0.098591
open,-0.001061,0.005724,-0.008101,-0.126564,-0.178598,-0.028768,-0.223306,-0.370690,-0.068996,-0.222419,-0.544302,-0.108211,-0.174975,-0.706386,-0.139399,-0.014825,-0.615325,0.036373,-0.009398,-0.792716,-0.042559,-0.066917,-0.899531,-0.086524,-0.114588,-0.958793,-0.132701,0.081347,-0.630463,0.011277,0.120092,-0.850765,-0.039566,0.077015,-0.965527,-0.078881,0.032227,-0.997792,-0.106196,0.165157,-0.587454,-0.008176,0.212839,-0.806065,-0.055693,0.173198,-0.927388,-0.077392,0.141266,-0.987924,-0.086414,0.238162,-0.532179,-0.058700,0.295376,-0.696425,-0.090757,0.294626,-0.828297,-0.105081,0.254879,-0.938222,-0.102112
open,-0.003035,0.002212,-0.005167,-0.139482,-0.173149,-0.044860,-0.206865,-0.378687,-0.074725,-0.226457,-0.555937,-0.097193,-0.179111,-0.703617,-0.141580,0.000871,-0.616811,0.025848,-0.022307,-0.799751,-0.043328,-0.068359,-0.894639,-0.095283,-0.122724,-0.952927,-0.138449,0.074819,-0.625485,0.014930,0.117220,-0.858456,-0.036571,0.072628,-0.959431,-0.080594,0.017281,-1.008762,-0.104755,0.161462,-0.598578,-0.010750,0.206895,-0.796972,-0.065846,0.173818,-0.928164,-0.080208,0.136719,-0.979737,-0.083371,0.230325,-0.547077,-0.063503,0.292492,-0.714598,-0.087250,0.293521,-0.833495,-0.102210,0.262375,-0.922276,-0.108247
open,0.005308,-0.008706,0.008456,-0.126404,-0.170668,-0.036740,-0.213804,-0.378835,-0.065403,-0.233834,-0.555168,-0.113489,-0.175382,-0.710985,-0.142499,-0.007445,-0.616621,0.027399,-0.023712,-0.800610,-0.031885,-0.056244,-0.894949,-0.092907,-0.120833,-0.955906,-0.122570,0.077686,-0.623973,0.010048,0.112069,-0.852819,-0.031885,0.088277,-0.966445,-0.077118,0.026629,-0.994565,-0.093750,0.153605,-0.595446,-0.024422,0.206797,-0.801160,-0.063777,0.176851,-0.918956,-0.080309,0.132285,-0.985780,-0.080619,0.232445,-0.521856,-0.057489,0.286645,-0.705036,-0.099537,0.282394,-0.834680,-0.099881,0.269906,-0.932405,-0.103962
open,0.000000,0.000000,0.000000,-0.117870,-0.109845,-0.058970,-0.201602,-0.278242,-0.093568,-0.245020,-0.423702,-0.124335,-0.263676,-0.562714,-0.152426,-0.032592,-0.528962,-0.044775,-0.053022,-0.721730,-0.095694,-0.078962,-0.845115,-0.139862,-0.107376,-0.947452,-0.169132,0.059291,-0.536987,-0.051268,0.105510,-0.756986,-0.092094,0.100452,-0.896615,-0.125243,0.076317,-1.000000,-0.145679,0.132065,-0.504148,-0.067421,0.183661,-0.713889,-0.106220,0.183371,-0.845109,-0.127989,0.167297,-0.949872,-0.139051,0.186327,-0.436935,-0.090168,0.249797,-0.600837,-0.125044,0.275560,-0.719952,-0.137392,0.285275,-0.824681,-0.141100
open,-0.010691,-0.008007,0.005338,-0.116161,-0.104882,-0.056236,-0.200431,-0.271910,-0.091279,-0.232319,-0.427995,-0.126286,-0.253697,-0.561539,-0.152832,-0.035427,-0.529464,-0.050981,-0.054206,-0.721360,-0.096253,-0.073304,-0.847955,-0.130970,-0.105924,-0.942671,-0.157158,0.065829,-0.539186,-0.055293,0.112677,-0.751099,-0.096434,0.090917,-0.899739,-0.119427,0.074499,-0.999064,-0.148747,0.139982,-0.503303,-0.067817,0.182423,-0.714917,-0.103615,0.188565,-0.839438,-0.123430,0.161542,-0.935747,-0.139746,0.190062,-0.426182,-0.090599,0.247620,-0.597653,-0.127028,0.270585,-0.723537,-0.145383,0.282409,-0.816103,-0.140051
open,-0.000456,-0.003583,-0.003946,-0.124901,-0.103813,-0.056276,-0.195882,-0.275348,-0.094819,-0.242136,-0.428532,-0.119641,-0.272383,-0.572794,-0.149009,-0.036627,-0.526290,-0.045132,-0.056971,-0.720350,-0.098469,-0.085185,-0.841619,-0.150799,-0.108789,-0.944873,-0.154295,0.067042,-0.532706,-0.040512,0.106892,-0.752251,-0.084680,0.096564,-0.904324,-0.130933,0.076113,-0.991474,-0.155362,0.135076,-0.505200,-0.074218,0.175827,-0.702841,-0.102516,0.181343,-0.837017,-0.127079,0.170335,-0.954771,-0.139614,0.179592,-0.434699,-0.078489,0.251748,-0.596716,-0.119588,0.283467,-0.720491,-0.140297,0.278385,-0.825570,-0.141769
open,0.005308,-0.007150,0.000610,-0.123012,-0.105449,-0.053800,-0.199663,-0.279007,-0.101617,-0.251890,-0.427534,-0.115681,-0.270100,-0.564320,-0.166128,-0.025988,-0.533905,-0.041207,-0.052359,-0.720469,-0.089486,-0.070057,-0.846581,-0.135601,-0.105638,-0.955074,-0.167810,0.053350,-0.527922,-0.051721,0.108587,-0.760504,-0.091229,0.104575,-0.900139,-0.117765,0.082885,-0.997790,-0.134476,0.130745,-0.513144,-0.074283,0.175262,-0.718724,-0.096318,0.188684,-0.852603,-0.127163,0.153028,-0.955697,-0.138807,0.191128,-0.443636,-0.091357,0.253406,-0.600651,-0.124200,0.271940,-0.715804,-0.130831,0.283163,-0.817502,-0.150731
open,0.000000,0.000000,0.000000,-0.127293,-0.145160,-0.034437,-0.209340,-0.326410,-0.061599,-0.235166,-0.480029,-0.093581,-0.215152,-0.603197,-0.124458,-0.043656,-0.574882,0.000675,-0.069659,-0.755344,-0.055761,-0.111783,-0.854041,-0.111395,-0.160656,-0.928279,-0.147554,0.044084,-0.585522,-0.018892,0.058553,-0.802185,-0.062472,0.028104,-0.923852,-0.101944,-0.018559,-1.000000,-0.127216,0.123696,-0.552663,-0.049266,0.150634,-0.755373,-0.085438,0.127589,-0.874131,-0.103701,0.089642,-0.960993,-0.114046,0.192525,-0.480490,-0.086007,0.239920,-0.650708,-0.114835,0.246282,-0.767979,-0.123037,0.235413,-0.869079,-0.125496
open,-0.000257,-0.002416,-0.000330,-0.121315,-0.155829,-0.047761,-0.198812,-0.322584,-0.075404,-0.237849,-0.479837,-0.100242,-0.210527,-0.603340,-0.125273,-0.046784,-0.575451,0.002902,-0.062819,-0.776232,-0.060831,-0.112574,-0.846698,-0.116143,-0.168160,-0.939736,-0.161482,0.040850,-0.591726,-0.025719,0.053875,-0.805805,-0.061162,0.028004,-0.925870,-0.096989,-0.021521,-1.003684,-0.119199,0.132022,-0.550779,-0.050558,0.147795,-0.743284,-0.087118,0.115114,-0.860115,-0.106339,0.096029,-0.964399,-0.108947,0.181710,-0.484378,-0.092448,0.256687,-0.658402,-0.106372,0.249589,-0.765221,-0.112737,0.221969,-0.863323,-0.122035
open,0.009364,-0.002679,0.001946,-0.128771,-0.147410,-0.039808,-0.210145,-0.333716,-0.047248,-0.235170,-0.480769,-0.096282,-0.205321,-0.597908,-0.126786,-0.046850,-0.575291,-0.006492,-0.067214,-0.748299,-0.052211,-0.110368,-0.853530,-0.106981,-0.163950,-0.926419,-0.140824,0.039737,-0.585082,-0.028114,0.054649,-0.802561,-0.054246,0.033543,-0.925835,-0.096159,-0.013729,-0.997714,-0.120285,0.128868,-0.555607,-0.051332,0.144667,-0.753881,-0.078662,0.127921,-0.867317,-0.106647,0.090629,-0.957613,-0.115630,0.188094,-0.473096,-0.083718,0.240719,-0.656973,-0.112020,0.247551,-0.769117,-0.133951,0.229367,-0.874155,-0.106338
open,0.004341,-0.000658,0.006160,-0.130788,-0.148703,-0.040413,-0.212604,-0.327332,-0.057713,-0.238344,-0.481581,-0.092160,-0.221470,-0.599423,-0.129462,-0.037506,-0.575440,0.003742,-0.075999,-0.752336,-0.054352,-0.106596,-0.864818,-0.105641,-0.162781,-0.927370,-0.143850,0.039850,-0.577087,-0.009780,0.054358,-0.806517,-0.070963,0.030818,-0.928589,-0.101122,-0.013390,-0.993340,-0.129468,0.130801,-0.550853,-0.044319,0.147094,-0.757051,-0.081511,0.141918,-0.883084,-0.096546,0.090185,-0.960247,-0.114924,0.188932,-0.469537,-0.085787,0.233262,-0.655976,-0.109428,0.244036,-0.756929,-0.125369,0.238570,-0.862469,-0.123091
open,0.000000,0.000000,0.000000,-0.126624,-0.159206,-0.039425,-0.205675,-0.396064,-0.071190,-0.186651,-0.576399,-0.114337,-0.086254,-0.679040,-0.150957,-0.002174,-0.638561,0.021007,-0.033750,-0.828798,-0.075732,-0.113450,-0.863164,-0.160839,-0.186795,-0.819954,-0.202678,0.097392,-0.660040,0.000047,0.136758,-0.910550,-0.079937,0.069011,-1.000000,-0.128429,-0.016869,-0.965473,-0.140900,0.188433,-0.622938,-0.038342,0.250799,-0.860397,-0.095273,0.200167,-0.950394,-0.106667,0.131216,-0.944348,-0.094621,0.266358,-0.536080,-0.085912,0.333802,-0.725296,-0.122675,0.312876,-0.855899,-0.129309,0.261299,-0.928633,-0.118899
open,-0.001878,-0.004235,-0.000075,-0.120122,-0.162497,-0.032357,-0.206400,-0.402131,-0.077105,-0.185275,-0.580446,-0.104553,-0.090091,-0.678648,-0.155069,-0.004350,-0.636022,0.024856,-0.030587,-0.831089,-0.078375,-0.104255,-0.851773,-0.173159,-0.179812,-0.817346,-0.204168,0.102947,-0.659386,0.000453,0.134165,-0.909227,-0.078705,0.072953,-1.003855,-0.127128,-0.020063,-0.973071,-0.148503,0.177984,-0.628314,-0.037331,0.252933,-0.857755,-0.086184,0.195857,-0.953665,-0.105946,0.135688,-0.934626,-0.088547,0.266715,-0.535241,-0.086348,0.334417,-0.724629,-0.108142,0.316358,-0.856642,-0.124225,0.252412,-0.934736,-0.114745
open,0.009917,0.003048,-0.012767,-0.133507,-0.161805,-0.034781,-0.190045,-0.397286,-0.072144,-0.179376,-0.570598,-0.111555,-0.087150,-0.673067,-0.151909,-0.004797,-0.641936,0.016305,-0.030544,-0.819677,-0.078640,-0.121943,-0.859985,-0.161569,-0.193411,-0.821487,-0.206675,0.096910,-0.662650,0.006391,0.140939,-0.912095,-0.091484,0.068116,-1.002656,-0.134292,-0.015564,-0.962544,-0.145806,0.191705,-0.621760,-0.033928,0.240995,-0.863685,-0.104926,0.197359,-0.963606,-0.104527,0.128312,-0.956061,-0.097550,0.265477,-0.540045,-0.090929,0.332761,-0.726038,-0.125448,0.299946,-0.846210,-0.135429,0.250598,-0.930703,-0.123754
open,0.017803,-0.011483,-0.006538,-0.140488,-0.164136,-0.039427,-0.202348,-0.404102,-0.063505,-0.185452,-0.578505,-0.106179,-0.078407,-0.682685,-0.147783,-0.001843,-0.631624,0.015018,-0.031535,-0.829219,-0.066465,-0.115456,-0.865722,-0.169407,-0.184668,-0.821440,-0.204296,0.098798,-0.658216,0.002654,0.140073,-0.897892,-0.078504,0.070677,-0.995480,-0.132294,-0.017933,-0.965830,-0.142628,0.185309,-0.618870,-0.038400,0.242048,-0.863012,-0.101178,0.211941,-0.953969,-0.101967,0.135547,-0.938042,-0.095671,0.253920,-0.539338,-0.100784,0.327453,-0.716503,-0.119094,0.313767,-0.854297,-0.123298,0.245467,-0.928922,-0.120002
open,0.000000,0.000000,0.000000,-0.122534,-0.120304,-0.048195,-0.201473,-0.304209,-0.077418,-0.211841,-0.460273,-0.106553,-0.186111,-0.593147,-0.132670,-0.027330,-0.560573,-0.023977,-0.065711,-0.740318,-0.081642,-0.104309,-0.853399,-0.132864,-0.150392,-0.939126,-0.163620,0.072485,-0.575759,-0.035578,0.111145,-0.795432,-0.083897,0.088140,-0.925551,-0.119360,0.035535,-1.000000,-0.135557,0.152075,-0.542839,-0.057453,0.198735,-0.742030,-0.100699,0.180675,-0.861044,-0.118958,0.138839,-0.936514,-0.121715,0.211575,-0.470657,-0.085731,0.272804,-0.637419,-0.122236,0.284152,-0.760142,-0.132427,0.270835,-0.857985,-0.130142
open,0.004739,0.001822,0.006888,-0.123059,-0.113565,-0.049707,-0.207789,-0.304613,-0.075413,-0.213912,-0.458558,-0.103254,-0.180144,-0.601770,-0.137031,-0.025662,-0.565105,-0.021676,-0.062698,-0.738184,-0.082466,-0.115464,-0.853168,-0.139940,-0.151985,-0.935058,-0.156465,0.076314,-0.576828,-0.041436,0.107850,-0.799011,-0.086951,0.084438,-0.922046,-0.121223,0.036848,-0.998563,-0.132170,0.155113,-0.541082,-0.059338,0.210943,-0.742379,-0.086485,0.187385,-0.865414,-0.120434,0.132890,-0.939964,-0.118812,0.208445,-0.471835,-0.088293,0.268864,-0.643428,-0.124051,0.279734,-0.771656,-0.136693,0.268993,-0.859579,-0.130991
open,0.000770,-0.014835,-0.000052,-0.119910,-0.112957,-0.050385,-0.203817,-0.294482,-0.075555,-0.216471,-0.447041,-0.118187,-0.190633,-0.592475,-0.130734,-0.030174,-0.561504,-0.020400,-0.068328,-0.734748,-0.085988,-0.101771,-0.856687,-0.137763,-0.145374,-0.942887,-0.159676,0.067850,-0.570623,-0.032274,0.102706,-0.805773,-0.088759,0.084610,-0.928431,-0.142326,0.035712,-1.000553,-0.132790,0.156026,-0.541625,-0.057497,0.200666,-0.739364,-0.094341,0.178370,-0.861683,-0.117080,0.134613,-0.938750,-0.129786,0.212022,-0.479733,-0.084600,0.278879,-0.635050,-0.122204,0.283812,-0.758061,-0.143260,0.272954,-0.863207,-0.122837
open,-0.005345,0.001329,0.009871,-0.117335,-0.120014,-0.051531,-0.200961,-0.299933,-0.075822,-0.221229,-0.449604,-0.113382,-0.187236,-0.596191,-0.142552,-0.023487,-0.569753,-0.031021,-0.069822,-0.735134,-0.085847,-0.097043,-0.845800,-0.132898,-0.143483,-0.942353,-0.163705,0.074629,-0.575117,-0.035590,0.111751,-0.803644,-0.072667,0.092215,-0.934296,-0.116080,0.042416,-0.996332,-0.142216,0.141189,-0.540924,-0.056875,0.195506,-0.740660,-0.099020,0.186309,-0.859071,-0.112703,0.146628,-0.939055,-0.126599,0.215991,-0.468617,-0.078185,0.267885,-0.633646,-0.117239,0.277386,-0.761696,-0.134354,0.268146,-0.852482,-0.147743
open,0.000000,0.000000,0.000000,-0.125994,-0.114183,-0.052054,-0.206291,-0.289579,-0.083060,-0.228966,-0.438761,-0.112732,-0.215307,-0.576830,-0.139338,-0.035538,-0.550820,-0.027009,-0.067266,-0.732613,-0.083976,-0.104468,-0.841015,-0.135291,-0.150451,-0.920919,-0.166447,0.060794,-0.563771,-0.037557,0.104408,-0.781709,-0.084682,0.085240,-0.914074,-0.122206,0.039585,-1.000000,-0.141710,0.138386,-0.528814,-0.058900,0.188744,-0.732213,-0.102133,0.177603,-0.859624,-0.124753,0.146509,-0.955209,-0.133003,0.196400,-0.455480,-0.086614,0.266421,-0.616586,-0.123388,0.294049,-0.739547,-0.136048,0.302744,-0.847649,-0.137840
open,0.002484,0.000127,0.002645,-0.126868,-0.116751,-0.046676,-0.200333,-0.293117,-0.081610,-0.234943,-0.436654,-0.113445,-0.221512,-0.583314,-0.139383,-0.031553,-0.549717,-0.028978,-0.074677,-0.743384,-0.086268,-0.110233,-0.834140,-0.140313,-0.151302,-0.913977,-0.168744,0.068710,-0.550168,-0.036398,0.109198,-0.777126,-0.087494,0.088457,-0.913645,-0.115060,0.038618,-1.002964,-0.141654,0.144343,-0.534042,-0.067501,0.188641,-0.727629,-0.105612,0.190140,-0.868164,-0.134027,0.144393,-0.951829,-0.131973,0.200088,-0.454840,-0.089518,0.266947,-0.615643,-0.119711,0.293758,-0.743551,-0.146154,0.304341,-0.845986,-0.140337
open,0.000301,0.006655,-0.004579,-0.125190,-0.111992,-0.051772,-0.210626,-0.292935,-0.085750,-0.218236,-0.432641,-0.112931,-0.223713,-0.573316,-0.143444,-0.030053,-0.552261,-0.017377,-0.067600,-0.744021,-0.093045,-0.105108,-0.837078,-0.134299,-0.158818,-0.923139,-0.170462,0.059658,-0.578115,-0.046491,0.116855,-0.787811,-0.080499,0.083846,-0.905881,-0.124346,0.047017,-1.001622,-0.136408,0.143826,-0.531115,-0.054864,0.200213,-0.740383,-0.102904,0.169960,-0.862320,-0.123839,0.145015,-0.954535,-0.121909,0.206586,-0.451256,-0.097841,0.268447,-0.609614,-0.126571,0.292685,-0.744095,-0.140174,0.305361,-0.856599,-0.141408
open,0.005346,-0.001167,-0.000952,-0.121727,-0.112022,-0.062261,-0.189715,-0.292177,-0.071264,-0.229488,-0.431811,-0.117621,-0.219118,-0.582018,-0.140486,-0.033982,-0.550767,-0.041500,-0.065163,-0.726525,-0.080876,-0.111271,-0.844754,-0.139052,-0.143585,-0.924830,-0.159846,0.061580,-0.558438,-0.039338,0.108803,-0.771390,-0.078382,0.088180,-0.920282,-0.136269,0.047578,-1.004826,-0.153407,0.143368,-0.529416,-0.063673,0.192020,-0.733782,-0.105853,0.194668,-0.859748,-0.131741,0.156057,-0.950962,-0.129096,0.182477,-0.457836,-0.093025,0.256591,-0.632385,-0.118226,0.289921,-0.730163,-0.131632,0.307191,-0.839711,-0.134574
open,0.000000,0.000000,0.000000,-0.117702,-0.101642,-0.061813,-0.204882,-0.262008,-0.098025,-0.253056,-0.400903,-0.129191,-0.280474,-0.535578,-0.157966,-0.043692,-0.527425,-0.051439,-0.075107,-0.716618,-0.099184,-0.104718,-0.842072,-0.140613,-0.131163,-0.949290,-0.170264,0.049489,-0.536049,-0.057845,0.087035,-0.748779,-0.096624,0.087062,-0.889123,-0.129944,0.073881,-1.000000,-0.153334,0.124974,-0.499972,-0.073960,0.176230,-0.703745,-0.115776,0.183956,-0.838938,-0.143627,0.178902,-0.953322,-0.161144,0.184101,-0.429095,-0.096138,0.252542,-0.586776,-0.134737,0.285346,-0.701409,-0.151597,0.303814,-0.804699,-0.160534
open,-0.001721,0.016542,0.000991,-0.116851,-0.116236,-0.057355,-0.193147,-0.251492,-0.099375,-0.248607,-0.405971,-0.122584,-0.277674,-0.556736,-0.154022,-0.045010,-0.525202,-0.049482,-0.075667,-0.714521,-0.101810,-0.106164,-0.841632,-0.131447,-0.124729,-0.948884,-0.169193,0.055246,-0.543650,-0.050238,0.087972,-0.747972,-0.096911,0.093917,-0.885699,-0.124172,0.072507,-1.000000,-0.159896,0.131980,-0.491188,-0.066754,0.174317,-0.702910,-0.119993,0.177304,-0.837160,-0.140016,0.181221,-0.956933,-0.154581,0.178306,-0.415188,-0.104326,0.251648,-0.584034,-0.127521,0.283321,-0.696548,-0.147952,0.296521,-0.810739,-0.165534
open,0.000013,0.014210,-0.004260,-0.115068,-0.103681,-0.065569,-0.209247,-0.264281,-0.104213,-0.236648,-0.393872,-0.119955,-0.284749,-0.535041,-0.161178,-0.047644,-0.533088,-0.047717,-0.071899,-0.715340,-0.112395,-0.091655,-0.840227,-0.138622,-0.128190,-0.950544,-0.168727,0.051545,-0.530078,-0.064281,0.078504,-0.750123,-0.089855,0.089885,-0.894608,-0.139893,0.070856,-0.998281,-0.157650,0.112578,-0.507788,-0.070682,0.172121,-0.703510,-0.118252,0.185259,-0.843064,-0.139106,0.184531,-0.958190,-0.162740,0.170005,-0.427225,-0.094064,0.254414,-0.587124,-0.136785,0.290388,-0.699055,-0.151984,0.302447,-0.812508,-0.171668
open,0.008366,-0.007719,-0.002347,-0.122651,-0.099206,-0.063578,-0.204540,-0.261750,-0.102581,-0.252385,-0.400035,-0.127466,-0.273726,-0.540348,-0.155568,-0.045469,-0.531347,-0.060187,-0.066734,-0.713647,-0.101923,-0.102749,-0.842720,-0.139592,-0.131715,-0.950693,-0.168544,0.056293,-0.533954,-0.041138,0.085067,-0.740312,-0.094215,0.097840,-0.883427,-0.126333,0.082115,-1.004289,-0.149211,0.124469,-0.499182,-0.065992,0.177959,-0.704320,-0.110014,0.179723,-0.839256,-0.133510,0.178998,-0.961179,-0.150826,0.177721,-0.433735,-0.101326,0.259414,-0.597362,-0.132863,0.290361,-0.709193,-0.142688,0.307368,-0.806301,-0.161617
open,0.000000,0.000000,0.000000,-0.127399,-0.121452,-0.053545,-0.213629,-0.292021,-0.089691,-0.242290,-0.434889,-0.124584,-0.238575,-0.562170,-0.156792,-0.056246,-0.586206,-0.038733,-0.088109,-0.785326,-0.098730,-0.123396,-0.904774,-0.151011,-0.164778,-1.000000,-0.184723,0.047594,-0.588473,-0.050721,0.082549,-0.800306,-0.099692,0.075939,-0.918454,-0.136269,0.047005,-0.994897,-0.157263,0.136341,-0.540581,-0.073109,0.181956,-0.730974,-0.118197,0.181570,-0.838389,-0.135162,0.163201,-0.918218,-0.141528,0.208510,-0.451792,-0.102441,0.285394,-0.596084,-0.141942,0.323254,-0.704059,-0.153274,0.345815,-0.801488,-0.154837
open,-0.013766,-0.006436,-0.003252,-0.137233,-0.119178,-0.059786,-0.206419,-0.297231,-0.084210,-0.247431,-0.436548,-0.128913,-0.233546,-0.555070,-0.158184,-0.050913,-0.583243,-0.033254,-0.092738,-0.789336,-0.096844,-0.124068,-0.901677,-0.148759,-0.172946,-1.004397,-0.187028,0.046829,-0.599167,-0.056775,0.081148,-0.803378,-0.099399,0.069343,-0.907550,-0.141473,0.053491,-0.993392,-0.147100,0.127943,-0.542248,-0.081783,0.180930,-0.731110,-0.121609,0.188183,-0.853668,-0.143143,0.175522,-0.913143,-0.140806,0.216161,-0.460058,-0.107928,0.284922,-0.596011,-0.140956,0.326517,-0.697357,-0.152883,0.337712,-0.799960,-0.155459
open,-0.000934,0.001227,0.004809,-0.118704,-0.120439,-0.046408,-0.216474,-0.294112,-0.088055,-0.239582,-0.431043,-0.118253,-0.231553,-0.550331,-0.161337,-0.065773,-0.590706,-0.037206,-0.084678,-0.792283,-0.095061,-0.121156,-0.900079,-0.152345,-0.160734,-0.998970,-0.184883,0.049586,-0.590764,-0.049102,0.080024,-0.808310,-0.108741,0.074929,-0.915578,-0.124687,0.045035,-0.993397,-0.167173,0.141506,-0.545732,-0.071217,0.179439,-0.729457,-0.117660,0.189297,-0.835013,-0.132078,0.163389,-0.909422,-0.136159,0.212378,-0.447599,-0.101813,0.285486,-0.591185,-0.138252,0.333088,-0.707239,-0.149538,0.350700,-0.800262,-0.156158
open,-0.002718,0.000524,-0.009480,-0.134582,-0.116934,-0.058140,-0.221410,-0.292298,-0.081865,-0.235770,-0.439888,-0.126372,-0.241219,-0.559928,-0.160201,-0.045824,-0.586285,-0.038504,-0.081720,-0.791172,-0.101258,-0.131274,-0.908371,-0.149153,-0.168097,-1.010476,-0.184985,0.046887,-0.600062,-0.055803,0.087793,-0.803765,-0.093565,0.081383,-0.927057,-0.133893,0.050374,-1.004224,-0.152880,0.124598,-0.542558,-0.067600,0.183899,-0.733405,-0.111547,0.172969,-0.831868,-0.141343,0.155554,-0.919103,-0.134787,0.209884,-0.455632,-0.096883,0.278193,-0.598953,-0.138921,0.339187,-0.708748,-0.158835,0.352075,-0.800104,-0.151655
open,0.000000,0.000000,0.000000,-0.120665,-0.098301,-0.064335,-0.208513,-0.241713,-0.109452,-0.257019,-0.364642,-0.149476,-0.281913,-0.474534,-0.188991,-0.049204,-0.519545,-0.080455,-0.075353,-0.730813,-0.140631,-0.102470,-0.858386,-0.188702,-0.124220,-0.966856,-0.222180,0.053253,-0.522111,-0.090366,0.085775,-0.747102,-0.137085,0.097440,-0.883933,-0.175609,0.101011,-1.000000,-0.204152,0.139654,-0.473807,-0.108802,0.199591,-0.676162,-0.160916,0.235200,-0.806629,-0.195357,0.259844,-0.923412,-0.218987,0.207755,-0.384554,-0.132390,0.301206,-0.521144,-0.181322,0.362383,-0.607624,-0.201412,0.410868,-0.688976,-0.213170
open,0.005723,0.012778,0.007904,-0.119237,-0.099510,-0.070440,-0.211297,-0.242847,-0.110476,-0.254047,-0.376001,-0.144300,-0.279775,-0.476977,-0.190363,-0.040858,-0.516693,-0.071943,-0.085799,-0.727570,-0.136661,-0.099114,-0.859302,-0.183984,-0.123344,-0.977208,-0.217258,0.057618,-0.523403,-0.093093,0.079495,-0.742034,-0.134261,0.109091,-0.882283,-0.183608,0.099299,-1.001640,-0.193894,0.128199,-0.464159,-0.098477,0.194935,-0.668829,-0.158945,0.245076,-0.810650,-0.196186,0.265628,-0.918852,-0.214740,0.207513,-0.384750,-0.133652,0.294428,-0.519197,-0.182765,0.366420,-0.607625,-0.197035,0.400306,-0.691507,-0.212339
open,0.005112,0.000448,0.000503,-0.110532,-0.103487,-0.060170,-0.212867,-0.238567,-0.103470,-0.246814,-0.357987,-0.147138,-0.274140,-0.475350,-0.189823,-0.044246,-0.519262,-0.080797,-0.078127,-0.730739,-0.146187,-0.095224,-0.852397,-0.193552,-0.116012,-0.971215,-0.220567,0.042151,-0.536329,-0.085242,0.095301,-0.750821,-0.140830,0.099464,-0.879229,-0.170017,0.097381,-0.998598,-0.210863,0.142854,-0.468810,-0.103375,0.208969,-0.672739,-0.167646,0.233727,-0.809667,-0.182598,0.266686,-0.920029,-0.216032,0.200444,-0.377586,-0.130553,0.297681,-0.518361,-0.183560,0.357750,-0.607746,-0.197246,0.403830,-0.690846,-0.222113
